seq,identity,kind,section,title,artist,date,material,accession,qid,gallery,gallery_why,onview_raw,image,url,desc
309,acc:E76054.AB,official,korean-art,"Inkwell inscribed, Madam Pauling, Joseon Ministry of Internal Affairs",Artist in Korea,about 1895-97,Silver and brass,E76054.AB,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/general/e76054_image09_o4.jpg,https://www.pem.org/the-pem-collection/korean-art,"Artist in Korea, Inkwell inscribed, “Madam Pauling, Joseon Ministry of Internal Affairs,” about 1895–97. Silver and brass. Museum purchase, 1986. E76054.AB. Peabody Essex Museum. Photo courtesy of Overseas Korean Cultural Heritage Foundation."
310,acc:E9739,official,korean-art,Sword and sheath,Artist in Korea,before 1899,"Wood, lacquer, iron, and silk",E9739,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/general/e9739_image07_O4.jpg,https://www.pem.org/the-pem-collection/korean-art,"Artist in Korea, sword and sheath, before 1899. Wood, lacquer, iron, and silk. Gift of Dr. Charles Goddard Weld, 1889. E9739. Peabody Essex Museum. Photo courtesy of the Overseas Korean Cultural Heritage Foundation."
311,acc:E9796,official,korean-art,Free reed wind instrument (saenghwang),Artist in Korea,19th century,"Bamboo, rattan, wood, and bone",E9796,,,展览《Salem Stories》：页面未点名展厅,On view in Salem Stories.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Korean_saenghwang_1200px.jpg,https://www.pem.org/the-pem-collection/korean-art,"Artist in Korea, Free reed wind instrument (saenghwang), 19th century. Bamboo, rattan, wood, and bone. Museum purchase from the World's Columbian Exhibition, Chicago, 1893. E9796."
312,acc:E9801,official,korean-art,Lute (biwa),Artist in Korea,19th century,"Wood, composite, and cotton",E9801,,,裸徽章 ON VIEW，未点名地点,ON VIEW,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Korean_biwa_1200px.jpg,https://www.pem.org/the-pem-collection/korean-art,"Artist in Korea, Lute (biwa), 19th century. Wood, composite, and cotton. Museum purchase from the World's Columbian Exhibition, Chicago, 1893. E9801."
313,acc:E9812,official,korean-art,Fan (taegeukseon),Artist in Korea,19th century,"Paper, lacquer, and wood",E9812,,,展览《Salem Stories》：页面未点名展厅,On view in Salem Stories.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Korean_taegeukseon_1200px.jpg,https://www.pem.org/the-pem-collection/korean-art,"Artist in Korea, Fan (taegeukseon), 19th century. Paper, lacquer, and wood. Gift of Dr. Charles Goddard Weld, 1899. E9812."
314,acc:108332,official,maritime-art-and-history,Launching of the Ship Fame,"George Ropes (1788-1819, United States)",1802,Oil on canvas,108332,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Maritime_LaunchingFame_1200px.jpg,https://www.pem.org/the-pem-collection/maritime-art-and-history,"George Ropes (1788–1819, United States), Launching of the Ship Fame, 1802. Oil on canvas. Gift of Nathaniel Silsbee, 1862. 108332."
315,acc:2018.12.1,official,maritime-art-and-history,Two-headed equestrian figurehead,Artist in the United Kingdom,about 1750,White pine,2018.12.1,,Byrne Family Gallery of Maritime Art,在展原句直接点名：Byrne Family Gallery of Maritime Art,On view in the Byrne Family Gallery of Maritime Art.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Maritime_EquestrianFigureHead_1200px.jpg,https://www.pem.org/the-pem-collection/maritime-art-and-history,"Artist in the United Kingdom, Two-headed equestrian figurehead, about 1750 (detail). White pine. Museum purchase, made possible by Ulf B. and Elizabeth C. Heide. 2018.12.1."
316,acc:M10920,official,maritime-art-and-history,"The Stranding of Corvettes in the Mauvais Canal, Strait of Torres","Louis Le Breton (1818-1886, France)",1843,Oil on canvas,M10920,,Byrne Family Gallery of Maritime Art,在展原句直接点名：Byrne Family Gallery of Maritime Art,On view in the Byrne Family Gallery of Maritime Art.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Maritime_StrandingCorvettes_1200px.jpg,https://www.pem.org/the-pem-collection/maritime-art-and-history,"Louis Le Breton (1818–1886, France), The Stranding of Corvettes in the Mauvais Canal, Strait of Torres (L’échouage des corvettes dans le canal Mauvais, détroit de Torrès), 1843. Oil on canvas. Museum purchase, made possible by the Fellows and Friends Fund, 1961. M10920."
317,acc:M10975,official,maritime-art-and-history,Royal presentation octant dedicated to King Louis XVI,"Jean Baptiste Magnie (mid-18th century, France)",about 1786,"Brass, mahogany, and glass",M10975,,Byrne Family Gallery of Maritime Art,在展原句直接点名：Byrne Family Gallery of Maritime Art,On view in the Byrne Family Gallery of Maritime Art.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Maritime_M10975_1200px.jpg,https://www.pem.org/the-pem-collection/maritime-art-and-history,"Jean Baptiste Magnié (mid-18th century, France), Royal presentation octant dedicated to King Louis XVI, about 1786. Brass, mahogany, and glass. Gift of Strafford Morss, 1966. M10975."
318,acc:M13,official,maritime-art-and-history,Scrimshaw of the ship Susan,"Frederick Myrick (1808-1862, United States)",1829,Whale tooth,M13,,Byrne Family Gallery of Maritime Art,在展原句直接点名：Byrne Family Gallery of Maritime Art,On view in the Byrne Family Gallery of Maritime Art.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Maritime_ScrimshawShipSusan_1200px.jpg,https://www.pem.org/the-pem-collection/maritime-art-and-history,"Frederick Myrick (1808–1862, United States), Scrimshaw of the ship Susan, 1829. Whale tooth. Gift of George Peirce, 1830. M13."
319,acc:M14220,official,maritime-art-and-history,Model of the ship Queen Elizabeth,"Bassett-Lowke Ltd (Northampton, United Kingdom)",1947-48,"White mahogany, gunmetal and brass",M14220,,Byrne Family Gallery of Maritime Art,在展原句直接点名：Byrne Family Gallery of Maritime Art,On view in the Byrne Family Gallery of Maritime Art.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Maritime_QueenElizabeth_1200px.jpg,https://www.pem.org/the-pem-collection/maritime-art-and-history,"Bassett-Lowke Ltd (Northampton, United Kingdom), Model of the ship Queen Elizabeth, 1947–48 (detail). White mahogany, gunmetal and brass. Gift of Cunard Line Ltd., 1970. M14220."
320,acc:M18639,official,maritime-art-and-history,Ship Southern Cross in Boston Harbor,"Fitz Henry Lane (1804-1865, United States)",1851,Oil on canvas,M18639,Q125399927,,裸徽章 ON VIEW，未点名地点,ON VIEW,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Maritime_SouthernCross_1200px.jpg,https://www.pem.org/the-pem-collection/maritime-art-and-history,"Fitz Henry Lane (1804–1865, United States), Ship Southern Cross in Boston Harbor, 1851. Oil on canvas. Gift of the estate of Stephen Wheatland, 1987. M18639."
321,acc:M27190,official,maritime-art-and-history,Icebound Ship,"William Bradford (1823-1892, United States)",about 1880,Oil on canvas,M27190,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Maritime_IceboundShip_1200px.jpg,https://www.pem.org/the-pem-collection/maritime-art-and-history,"William Bradford (1823–1892, United States), Icebound Ship, about 1880. Oil on canvas. Museum purchase with funds donated anonymously, 1996. M27190."
322,acc:M27834,official,maritime-art-and-history,They Took Their Wives with Them on Their Cruises,"N. C. Wyeth (1882-1945, United States)",about 1938,Oil on board,M27834,,Byrne Family Gallery of Maritime Art,在展原句直接点名：Byrne Family Gallery of Maritime Art,On view in the Byrne Family Gallery of Maritime Art.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Maritime_Wyeth_1200px.jpg,https://www.pem.org/the-pem-collection/maritime-art-and-history,"N. C. Wyeth (1882–1945, United States), They Took Their Wives with Them on Their Cruises, about 1938. Oil on board. Museum purchase, made possible by Nancy and George Putnam, 2007. M27834. Photo by Dennis Helmar."
323,acc:M370,official,maritime-art-and-history,Portrait of Nathaniel Bowditch,"Charles Osgood (1809-1890, United States)",1835,Oil on canvas,M370,,Byrne Family Gallery of Maritime Art,在展原句直接点名：Byrne Family Gallery of Maritime Art,On view in the Byrne Family Gallery of Maritime Art.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Maritime_NathanielBowditch_1200px.jpg,https://www.pem.org/the-pem-collection/maritime-art-and-history,"Charles Osgood (1809–1890, United States), Portrait of Nathaniel Bowditch, 1835. Oil on canvas. Commissioned by the East India Marine Society, 1835. M370. Photo by Mark Sexton."
324,acc:M48,official,maritime-art-and-history,Model of the ship Friendship,"Thomas Russell and Mr. Odell (active 19th century, United States)",about 1804,"Wood, cordage and bronze",M48,,Byrne Family Gallery of Maritime Art,在展原句直接点名：Byrne Family Gallery of Maritime Art,On view in the Byrne Family Gallery of Maritime Art.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Maritime_Friendship_1200px.jpg,https://www.pem.org/the-pem-collection/maritime-art-and-history,"Thomas Russell and Mr. Odell (active 19th century, United States), Model of the ship Friendship, about 1804. Wood, cordage and bronze. Gift of Captain William Story, about 1804. M48."
325,acc:M5923,official,maritime-art-and-history,Captain Cook Cast a Way on Cape Cod,"Michele Felice Corne (1752-1845, Italian, American)",1802,Gouache on paper,M5923,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Maritime_CaptainCook_1200px.jpg,https://www.pem.org/the-pem-collection/maritime-art-and-history,"Michele Felice Cornè (1752–1845, Italian, American), Captain Cook Cast a Way on Cape Cod, 1802. Gouache on paper. Gift of Augustus Peabody Loring Jr., 1946. M5923. Photo by Mark Sexton."
326,acc:M8900,official,maritime-art-and-history,Ship Alfred of Salem Cap Joseph Felt,"Nicolas Cammillieri (1773-1860, France)",1806,Watercolor on paper,M8900,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Maritime_ShipAlfred_1200px.jpg,https://www.pem.org/the-pem-collection/maritime-art-and-history,"Nicolas Cammillieri (1773–1860, France), Ship Alfred of Salem Cap Joseph Felt, 1806. Watercolor on paper. Gift of Marion H. Lieb, Elizabeth M. Ringquist, and Grace F. Agge, 1956. M8900. Photo by Mark Sexton."
327,acc:2011.29.72.12,official,native-american-art,Hovenweep #331,"Kay WalkingStick (Cherokee Nation, b. 1935)",1987,"Acrylic, oil, and saponified wax on canvas",2011.29.72.1-2,,,展览《On This Ground: Being and Belonging in America》：2 个展厅，歧义，不采用,On view in On This Ground: Being and Belonging in America.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_NativeAmerican_Hovenweep331_1200px.jpg,https://www.pem.org/the-pem-collection/native-american-art,"Kay WalkingStick (Cherokee Nation, b. 1935), Hovenweep #331, 1987. Acrylic, oil, and saponified wax on canvas. Gift of Katrina M. Carye. 2011.29.72.1-2."
328,acc:2012.25.1,official,native-american-art,"Tsu Heidei Shugaxtutaan (We Will Again Open This Container of Wisdom That Has Been Left in Our Care), Parts I and II","Nicholas Galanin, Yeil Ya-Tseen (Tlingit and Unangax, b. 1979)",2006,"Digital video, looped, edition 2/5",2012.25.1,,,展览《On This Ground: Being and Belonging in America》：2 个展厅，歧义，不采用,On view in On This Ground: Being and Belonging in America.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_NativeAmerican_TsuHeideiShugaxtutaan_1200px.jpg,https://www.pem.org/the-pem-collection/native-american-art,"Nicholas Galanin | Yéil Ya-Tseen (Tlingit and Unangax̂, b. 1979), Tsu Heidei Shugaxtutaan (We Will Again Open This Container of Wisdom That Has Been Left in Our Care), Parts I and II, 2006. Digital video (Part I, 4:36 minutes; Part II 3:06 minutes), looped, edition 2/5. Performance of Part I by David “Elsewhere” Bernal (Peruvian-American, born 1979). Performance of Part II by Dan Littlefield (Tlingit). Museum purchase, made possible by the Willoughby Stuart Memorial Fund and the Native American Artist Fund. 2012.25.1"
329,acc:2014.44.1AB,official,native-american-art,Boots,"Jamie Okuma (Luiseno and Shoshone-Bannock, born 1977)",2014,Glass beads on boots designed by Christian Louboutin,2014.44.1AB,,,展览《On This Ground: Being and Belonging in America》：2 个展厅，歧义，不采用,On view in On This Ground: Being and Belonging in America.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_NativeAmerican_OkumaBoots_1200px.jpg,https://www.pem.org/the-pem-collection/native-american-art,"Jamie Okuma (Luiseño and Shoshone-Bannock, born 1977), Boots, 2014. Glass beads on boots designed by Christian Louboutin. Museum commission with support from Katrina M. Carye, John Curuby, Karen Keane and Dan Elias, Cynthia Gardner, Merry Glosband, and Steve and Ellen Hoffman and the Willoughby Stuart Memorial Fund. 2014.44.1AB."
330,acc:2015.35.1,official,native-american-art,Indian with Beaded Headdress,"T.C. Cannon (Kiowa and Caddo, 1946-1978)",1978,Oil on canvas,2015.35.1,,,展览《On This Ground: Being and Belonging in America》：2 个展厅，歧义，不采用,On view in On This Ground: Being and Belonging in America.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_NativeAmerican_TCCannon_1200px.jpg,https://www.pem.org/the-pem-collection/native-american-art,"T.C. Cannon (Kiowa and Caddo, 1946–1978), Indian with Beaded Headdress, 1978. Oil on canvas. Museum purchase. 2015.35.1."
331,acc:2019.38.1AB,official,native-american-art,Hanodaga:yas (Town Destroyer),"Alan Michelson (Mohawk member of the Six Nations of the Grand River, b. 1953)",2018,"High-definition video, bonded stone replica of Jean-Antoine Houdon's late 1700s bust of George Washington, antique surveyor's tripod, and artificial turf",2019.38.1AB,,,展览《On This Ground: Being and Belonging in America》：2 个展厅，歧义，不采用,On view in On This Ground: Being and Belonging in America.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_NativeAmerican_TownDestroyer_1200px.jpg,https://www.pem.org/the-pem-collection/native-american-art,"Alan Michelson (Mohawk member of the Six Nations of the Grand River, b. 1953), Hanödaga:yas (Town Destroyer), edition 1/3, 2018. High-definition video, bonded stone replica of Jean-Antoine Houdon’s late 1700s bust of George Washington, antique surveyor’s tripod, and artificial turf. Sound: members of Six Nations of the Grand River Territory. Digital video looped, 5:57 minutes. Museum purchase, by exchange. 2019.38.1AB."
332,acc:2021.26,official,native-american-art,"David Weeden (Mashpee Wampanoag), from the ongoing Critical Indigenous Photographic Exchange series","Will Wilson (Dine, Navajo, b. 1969)",2019,"Archival pigment print from wet plate collodion scan, printed 2021",2021.26,,,展览《On This Ground: Being and Belonging in America》：2 个展厅，歧义，不采用,On view in On This Ground: Being and Belonging in America.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_NativeAmerican_DavidWeeden_1200px.jpg,https://www.pem.org/the-pem-collection/native-american-art,"Will Wilson, (Diné, Navajo, b. 1969), David Weeden (Mashpee Wampanoag), from the ongoing “Critical Indigenous Photographic Exchange” series, 2019. Archival pigment print from wet plate collodion scan, printed 2021. Museum purchase, made possible by the Ellen and Stephen Hoffman Fund for Native American Art Acquisitions. 2021.26. Courtesy of the artist: willwilson.photoshelter.com."
333,acc:2021.4.1,official,native-american-art,"Companion Species: Cosmos, Sunrise, Flint","Marie Watt (Seneca, born 1967)",2019-21,Reclaimed wool blankets and embroidery thread,2021.4.1,,,展览《On This Ground: Being and Belonging in America》：2 个展厅，歧义，不采用,On view in On This Ground: Being and Belonging in America.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_NativeAmerican_MarieWatt_1200px.jpg,https://www.pem.org/the-pem-collection/native-american-art,"Marie Watt (Seneca, born 1967), Companion Species: Cosmos, Sunrise, Flint, 2019–21. Reclaimed wool blankets and embroidery thread. Museum purchase by exchange. 2021.4.1. Image Courtesy of Marie Watt. Photo by Kevin McConnell."
334,acc:E13084,official,native-american-art,Drum,"Yup'ik artist, name once known",late 1800s,"Wood, bladder, and paint",E13084,,,展览《On This Ground: Being and Belonging in America》：2 个展厅，歧义，不采用,On view in On This Ground: Being and Belonging in America.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_NativeAmerican_Drum_1200px.jpg,https://www.pem.org/the-pem-collection/native-american-art,"Yup’ik artist, name once known, Drum, late 1800s. Current-day Northwest Alaska. Wood, bladder, and paint. Gift of Israel Albert Lee, 1910. E13084."
335,acc:E25963,official,native-american-art,Sash,"Chahta (Choctaw) artist, name once known",mid-1800s,"Wool, silk, and glass beads",E25963,,,展览《On This Ground: Being and Belonging in America》：2 个展厅，歧义，不采用,On view in On This Ground: Being and Belonging in America.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_NativeAmerican_Sash_1200px.jpg,https://www.pem.org/the-pem-collection/native-american-art,"Chahta (Choctaw) artist, name once known, Southeast, Sash, mid-1800s. Wool, silk, and glass beads. Gift of Dr. Charles Heald, 1955. E25963."
336,acc:E27984,official,native-american-art,Bibi k'inpi (cradleboard),"Dakota artist, name once known",about 1840,"Porcupine quill, metal, glass beads, leather, and wood",E27984,,,展览《On This Ground: Being and Belonging in America》：2 个展厅，歧义，不采用,On view in On This Ground: Being and Belonging in America.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_NativeAmerican_Cradleboard_1200px.jpg,https://www.pem.org/the-pem-collection/native-american-art,"Dakota artist, name once known, Bibi k’inpi (cradleboard), about 1840. Western Great Lakes region. Porcupine quill, metal, glass beads, leather, and wood. Museum purchase, made possible by an anonymous donor, 2002. E27984."
337,acc:E28573,official,native-american-art,Mask,"Heiltsuk or Coast Tsimshian artist, name once known",1840-60,Wood and paint,E28573,,,展览《On This Ground: Being and Belonging in America》：2 个展厅，歧义，不采用,On view in On This Ground: Being and Belonging in America.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_NativeAmerican_Mask_1200px.jpg,https://www.pem.org/the-pem-collection/native-american-art,"Heiltsuk or Coast Tsimshian artist, name once known, Mask, 1840–60. Wood and paint. Gift of Edward S. Moseley, 1979. E28573."
338,acc:E28771,official,native-american-art,Basket,"Chumash artist, name once known",about 1825,Juncus rush and dye,E28771,,,展览《On This Ground: Being and Belonging in America》：2 个展厅，歧义，不采用,On view in On This Ground: Being and Belonging in America.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_NativeAmerican_Basket_1200px.jpg,https://www.pem.org/the-pem-collection/native-american-art,"Chumash artist, name once known, Southern California, Basket, about 1825. Juncus rush and dye. Gift of Alvin P. Johnson, 1950. E28771."
339,acc:E302691,official,native-american-art,The Seine of Journeys,"Truman Lowe (Ho-Chunk, 1944-2019)",2003,"Willow, monofilament, and metal",E302691,,,展览《On This Ground: Being and Belonging in America》：2 个展厅，歧义，不采用,On view in On This Ground: Being and Belonging in America.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_NativeAmerican_SeineJourneys_1200px.jpg,https://www.pem.org/the-pem-collection/native-american-art,"Truman Lowe (Ho-Chunk, 1944–2019), The Seine of Journeys, 2003. Willow, monofilament, and metal. Museum commission. Made possible by the Edward Daland Lovejoy Fund, the Anna Pingree Phillips Fund, and the Docent Fund, 2005. E302691."
340,acc:E3496,official,native-american-art,Pipe,"Haida artist, name once known",about 1825,Argillite,E3496,,,展览《On This Ground: Being and Belonging in America》：2 个展厅，歧义，不采用,On view in On This Ground: Being and Belonging in America.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_NativeAmerican_Pipe_1200px.jpg,https://www.pem.org/the-pem-collection/native-american-art,"Haida artist, name once known, Pipe, about 1825. Argillite. Gift of Captain John Bradshaw, 1832. E3496."
341,acc:E50296,official,native-american-art,Sculpture,"Likely Pawtucket band of Massachusett artist, name once known",1500s,Basalt,E50296,,,展览《On This Ground: Being and Belonging in America》：2 个展厅，歧义，不采用,On view in On This Ground: Being and Belonging in America.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_NativeAmerican_Sculpture_1200px.jpg,https://www.pem.org/the-pem-collection/native-american-art,"Likely Pawtucket band of Massachusett artist, name once known, Sculpture, 1500s. Naumkeag (now Salem, Massachusetts). Basalt. Gift of Miss Bessie Eaton, 1898. E50296."
342,acc:E8157,official,native-american-art,Doll,Lakota (Teton/Western Sioux) artist,late 1800s,"Leather, velvet, glass, cotton, metal, and ink",E8157,,,展览《On This Ground: Being and Belonging in America》：2 个展厅，歧义，不采用,On view in On This Ground: Being and Belonging in America.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_NativeAmerican_Doll_1200px.jpg,https://www.pem.org/the-pem-collection/native-american-art,"Lakota (Teton/Western Sioux) artist, Doll, late 1800s. Leather, velvet, glass, cotton, metal, and ink. Gift of Dr. Charles Goddard Weld, 1905. E8157."
343,acc:EIMS1219.1,official,natural-history,King penguin (Aptenodytes patagonicus),,about 1820,,EIMS1219.1,,,展览《Salem Stories》：页面未点名展厅,On view in Salem Stories.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_NaturalHistory_Penguin_1200px.jpg,https://www.pem.org/the-pem-collection/natural-history,"King penguin (Aptenodytes patagonicus), Collected live on the Falkland Islands, about 1820. Gift of Captain George Hodges, 1821. EIMS1219.1."
344,acc:EIMS482,official,natural-history,Coco de mer (Lodoicea maldivica) nut,,about 1800,,EIMS482,,,展览《Salem Stories》：页面未点名展厅,On view in Salem Stories.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_NaturalHistory_Nut_1200px.jpg,https://www.pem.org/the-pem-collection/natural-history,"Coco de mer (Lodoicea maldivica) nut, Collected on or near the Seychelles, about 1800. Probably gift of Captain Samuel Lambert, 1800–1802. EIMS482."
345,acc:EIMS502,official,natural-history,Ostrich (Struthio camelus) egg,,before 1800,,EIMS502,,,展览《Salem Stories》：页面未点名展厅,On view in Salem Stories.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_NaturalHistory_Egg_1200px.jpg,https://www.pem.org/the-pem-collection/natural-history,"Ostrich (Struthio camelus) egg, Collected on the Cape of Good Hope, South Africa, before 1800. Gift of Captain Benjamin Carpenter, 1800 - 1802. EIMS502."
346,acc:FIC2021.929.1,official,natural-history,Leatherback turtle (Dermochelys coriacea),,1885,,FIC2021.929.1,,,展览《Salem Stories》：页面未点名展厅,On view in Salem Stories.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_NaturalHistory_Turtle_1200px.jpg,https://www.pem.org/the-pem-collection/natural-history,"Leatherback turtle (Dermochelys coriacea), Collected live off Rockport, Massachusetts, 1885. Gift of Mr. Parsons, 1885. FIC2021.929.1. On view in Salem Stories."
347,acc:NB852,official,natural-history,Red Malay rooster (Gallus gallus domesticus),,about 1846,,NB852,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_NaturalHistory_Rooster_1200px.jpg,https://www.pem.org/the-pem-collection/natural-history,"Red Malay rooster (Gallus gallus domesticus), Collected live on the Malay Peninsula, about 1846, brought to Salem and bred to local hens by George Wheatland Jr., Gift of George Wheatland, 1846. NB852."
348,acc:NH130,official,natural-history,Zoological illustration of a newly discovered species of toad,Augustus Fowler,1858,Watercolor on paper,NH130,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_NaturalHistory_Toads_1200px.jpg,https://www.pem.org/the-pem-collection/natural-history,"Augustus Fowler, Zoological illustration of a newly discovered species of toad from three angles, later named Fowler’s toad (Anaxyrus fowleri) in honor of naturalist Samuel Fowler, who first described the species, 1858. Watercolor on paper. Museum collection, after 1858. NH130."
349,acc:NH310,official,natural-history,"Insect teaching chart for the Peabody Academy of Science's Summer School of Biology, Salem",James Henry Emerton,about 1876,Paint on canvas,NH310,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_NaturalHistory_InsectChart_1200px.jpg,https://www.pem.org/the-pem-collection/natural-history,"James Henry Emerton (1847–1931, Salem, Massachusetts), Insect teaching chart for the Peabody Academy of Science’s Summer School of Biology, Salem, about 1876. Paint on canvas. Gift of Dr. Ralph W. Dexter, 1981. NH310."
350,acc:NHDP1,official,natural-history,Pintail decoy,Joseph W. Lincoln,about 1920,"Wood, paint, metal, and glass",NHDP1,,,Pod —— 已登记为不对应实体展厅,On view in The Pod.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_NaturalHistory_DecoyDuck_1200px.jpg,https://www.pem.org/the-pem-collection/natural-history,"Joseph W. Lincoln (1859–1938, United States), Pintail decoy, about 1920. Wood, paint, metal, and glass. Museum purchase, made possible by the Special Fund for Natural History, 1992. NHDP1."
351,acc:NHDSB24,official,natural-history,Decorative carving of a semipalmated sandpiper,A. Elmer Crowell,about 1915,"Wood, paint, glass, oyster shell, and metal",NHDSB24,,,Pod —— 已登记为不对应实体展厅,On view in The Pod.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_NaturalHistory_SandPiper_1200px.jpg,https://www.pem.org/the-pem-collection/natural-history,"A. Elmer Crowell (1862–1952, United States), Decorative carving of a semipalmated sandpiper, about 1915. Wood, paint, glass, oyster shell, and metal. Gift of Arthur C. Phillips, 1978. NHDSB24."
352,acc:NHH1.410,official,natural-history,Marginal wood fern (Dryopteris marginalis),John Robinson,1865,,NHH1.410,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_NaturalHistory_WoodFern_1200px.jpg,https://www.pem.org/the-pem-collection/natural-history,"Authoritative “holotype” specimen of the Marginal wood fern (Dryopteris marginalis), collected in Chebacco Woods, Swampscott, Massachusetts, by John Robinson, 1865. Gift of John Robinson, after 1865. NHH1.410."
353,acc:NM294,official,natural-history,"American bison, bull",,1886,,NM294,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_NaturalHistory_Bison_1200px.jpg,https://www.pem.org/the-pem-collection/natural-history,"American bison, bull, Collected at Porcupine Creek, Dawson County, Montana, by the Smithsonian Institution, 1886. Gift of William Crowninshield Endicott, 1887. NM294."
354,acc:E17750,official,oceanic-art,Headdress,Marquesan artist,,"Sennit, feather",E17750,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Oceanic_Headdress_1200px.jpg,https://www.pem.org/the-pem-collection/oceanic-art,"Marquesan artist, Headdress, Sennit, feather. Gift of Stephen W. Phillips, 1919. E17750."
355,acc:E23544,official,oceanic-art,Pipe,Patoromu Tamatea (19th century),1880s-1890s,"Wood, paua shell",E23544,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Oceanic_E23544_1200px.jpg,https://www.pem.org/the-pem-collection/oceanic-art,"Patoromu Tamatea (19th century), (Ngati Tamatea Tutahi tribe, part of Ngati Pikiao who lived around Lake Rotoiti; Maori), Pipe, 1880s–1890s. Wood, paua shell. Museum purchase, 1939. E23544."
356,acc:E301984.AB,official,oceanic-art,"Kava - We, the two of us","Bernice Akimine (Native Hawaiian, b. 1949)",2000,"Glass, glass powder, dye, and sand",E301984.AB,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Oceanic_Kava_1200px.jpg,https://www.pem.org/the-pem-collection/oceanic-art,"Bernice Akimine (Native Hawaiian, b. 1949), Kava - We, the two of us, 2000. Glass, glass powder, dye, and sand. Museum purchase, made possible by the Piilani Cook Whittier Fund, 2002. E301984.AB."
357,acc:E3172,official,oceanic-art,Tapa,Artist not identified,early-mid 19th century,"Tapa (processed inner tree bark), pigments",E3172,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Oceanic_barkcloth_1200px.jpg,https://www.pem.org/the-pem-collection/oceanic-art,"Artist in Austral Islands, Tapa, early to mid-century. barkcloth, pigments. Museum collection, before 1867. E3172."
358,acc:E35650,official,oceanic-art,Peue ei (women's head ornament),Marquesan artist,mid-19th century,"Coconut fiber, porpoise teeth, beads",E35650,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Oceanic_Peue_ei_1200px.jpg,https://www.pem.org/the-pem-collection/oceanic-art,"Marquesan artist, Peue ei (women's head ornament), mid-19th century. Coconut fiber, porpoise teeth, beads. Marquesas Islands. Gift of F. Walter Bergmann, 1958. E35650."
